"Gene.ID","chromosome_name","start_position","end_position","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.Name"
"ENSG00000001617","chr3",50155012,50189075,"ENSG00000001617",61.0675012875822,2.94987926441482,0.45923245799914,6.42349906465092,1.33176963365301e-10,2.49635534234744e-09,"SEMA3F"
"ENSG00000001629","chr7",92245973,92402070,"ENSG00000001629",1286.06581767536,-0.498330016382164,0.153588908694851,-3.24457033139184,0.00117627965245022,0.00521896933021615,"ANKIB1"
"ENSG00000001631","chr7",92197498,92246166,"ENSG00000001631",17.9354445418188,-0.451079530283494,0.712224006837825,-0.633339407198901,0.526512024521648,0.673748529082555,"KRIT1"
"ENSG00000002016","chr12",910870,990053,"ENSG00000002016",110.970985002128,-0.260005939876204,0.247452705542873,-1.05072983261909,0.293382690349514,0.447168767996355,"RAD52"
"ENSG00000002330","chr11",64269828,64291946,"ENSG00000002330",1089.71537702092,1.13703688500212,0.117867919753711,9.6467035931236,5.07612358062448e-22,3.25802088873694e-20,"BAD"
"ENSG00000002549","chr4",17577198,17607975,"ENSG00000002549",1771.06856079235,0.335360809006938,0.0909548985924161,3.68711102092198,0.00022681441897736,0.00122059612038782,"LAP3"
"ENSG00000002586","chrX",2690988,2741312,"ENSG00000002586",2361.82526371823,0.637269166869713,0.0980505451935233,6.49939442572124,8.06439717946582e-11,1.56426337061822e-09,"CD99"
"ENSG00000002587","chr4",11393150,11429564,"ENSG00000002587",3.14080907281558,3.62055191087104,1.77342812555502,2.04155548155521,0.0411956451034386,NA,"HS3ST1"
"ENSG00000002746","chr7",43112629,43566001,"ENSG00000002746",4.06917768790062,0.0870031521038542,1.07197232972788,0.0811617517459054,0.935313316813711,NA,"HECW1"
"ENSG00000002834","chr17",38869185,38921771,"ENSG00000002834",6495.74372744218,0.562042638925474,0.125212633666029,4.48870551213364,7.16572743629617e-06,5.65644897885092e-05,"LASP1"
"ENSG00000002919","chr17",48103357,48123601,"ENSG00000002919",186.147813381351,0.539501132069454,0.236845953035212,2.2778566623397,0.0227351190676022,0.0626588258921408,"SNX11"
"ENSG00000003056","chr12",8940358,8951856,"ENSG00000003056",1130.04747524577,0.0567038677415417,0.148417525519114,0.382056415124905,0.702419519598823,0.809681324942357,"M6PR"
"ENSG00000003096","chrX",117897794,118117340,"ENSG00000003096",7.04824018428106,-0.396521980623474,1.00034067925652,-0.396386939815523,0.691819599261428,0.801911541919993,"KLHL13"
"ENSG00000003147","chr7",8113181,8262687,"ENSG00000003147",3.67005946683598,-0.479460515068578,1.30297904081809,-0.367972546026177,0.712893705258849,NA,"ICA1"
"ENSG00000003249","chr16",90004871,90019890,"ENSG00000003249",161.37985603042,0.0463205413983229,0.278929368340774,0.166065487022263,0.868105414347026,0.922352597892199,"DBNDD1"
"ENSG00000003393","chr2",201700267,201782112,"ENSG00000003393",400.615664160831,-0.0592047499523855,0.135568026801989,-0.436716173783811,0.662317198149388,0.780106315537409,"ALS2"
"ENSG00000003400","chr2",201182693,201229428,"ENSG00000003400",33.8602638327802,-0.62781043038542,0.51949979956731,-1.20849022638377,0.226858752957435,0.369527166158011,"CASP10"
"ENSG00000003402","chr2",201116154,201176687,"ENSG00000003402",543.581341186646,0.657161037049518,0.202429768527181,3.24636560042936,0.00116888624335884,0.00518992265749222,"CFLAR"
"ENSG00000003436","chr2",187463823,187565846,"ENSG00000003436",4367.41518066469,0.843027558301566,0.0826647750211354,10.1981473739694,2.02090524848181e-24,1.57797945484959e-22,"TFPI"
"ENSG00000003509","chr2",37231631,37253403,"ENSG00000003509",299.887768359849,0.0735827376896363,0.193251584283573,0.380761368463933,0.703380327237816,0.810560202256852,"NDUFAF7"
"ENSG00000003756","chr3",50088919,50119021,"ENSG00000003756",467.911715288461,0.148855472830246,0.17023374940118,0.874418106596751,0.381890600321662,0.538936149984292,"RBM5"
"ENSG00000003987","chr8",17296794,17413528,"ENSG00000003987",12.1038436934276,0.472705936621337,0.712829430026028,0.663140320404667,0.507240689302207,0.656558294811082,"MTMR7"
"ENSG00000003989","chr8",17496975,17570573,"ENSG00000003989",1142.38577078793,-0.789762202875716,0.1020735903861,-7.73718451450945,1.01642497552633e-14,3.20317577762911e-13,"SLC7A2"
"ENSG00000004059","chr7",127588370,127591700,"ENSG00000004059",1775.74721793948,0.123372207288052,0.138366432914132,0.891633936712197,0.372589173911728,0.529634819455458,"ARF5"
"ENSG00000004139","chr17",28364356,28404049,"ENSG00000004139",279.968262002394,1.08666298354603,0.175284917479608,6.19940950522712,5.66753929940674e-10,9.44197968589276e-09,"SARM1"
"ENSG00000004142","chr17",28346173,28357584,"ENSG00000004142",1235.11426089572,0.104845942654719,0.095008792308909,1.10353936837578,0.269793004967489,0.419681093167945,"POLDIP2"
"ENSG00000004399","chr3",129555213,129606681,"ENSG00000004399",160.972414337932,1.18344055518974,0.259211698609294,4.56553682391287,4.98217726183382e-06,4.07720367508817e-05,"PLXND1"
"ENSG00000004455","chr1",33007986,33080996,"ENSG00000004455",4840.36949213796,0.56485122127181,0.0927188783799249,6.09208427821221,1.11449979543704e-09,1.78131068999514e-08,"AK2"
"ENSG00000004478","chr12",2794290,2805423,"ENSG00000004478",10071.922892509,-0.232328533233893,0.0977919629658733,-2.37574260898075,0.0175136748572616,0.0505771825854346,"FKBP4"
"ENSG00000004487","chr1",23019395,23083693,"ENSG00000004487",533.554966744961,0.0252865764216259,0.149869931274983,0.168723480464068,0.866014148820974,0.921088621412139,"KDM1A"
"ENSG00000004534","chr3",49940007,50100045,"ENSG00000004534",332.770037023266,0.349698147756632,0.152568532287323,2.29207256905419,0.0219014559788033,0.0608131254460135,"RBM6"
"ENSG00000004660","chr17",3860315,3894891,"ENSG00000004660",52.7307305197625,-1.73765936291613,0.352015026054548,-4.93632156102013,7.96098075446169e-07,7.7455288149957e-06,"CAMKK1"
"ENSG00000004700","chr12",21468910,21501669,"ENSG00000004700",701.995770273409,0.212378860351443,0.129479668009777,1.64024872488401,0.100953462072139,0.199644391026993,"RECQL"
"ENSG00000004766","chr7",93232340,93361123,"ENSG00000004766",232.834029072908,-0.462747553530218,0.204817957518124,-2.25931143507898,0.0238640191020562,0.0650542606564614,"VPS50"
"ENSG00000004776","chr19",35754566,35758079,"ENSG00000004776",19.8975898410782,-0.838334012819838,0.593723935923922,-1.41199295176683,0.157952036509116,0.282965660611611,"HSPB6"
"ENSG00000004777","chr19",35774532,35788822,"ENSG00000004777",88.075159074058,-0.576062650257609,0.412463812587049,-1.39663803872742,0.162522445439697,0.288999515324231,"ARHGAP33"
"ENSG00000004779","chr16",23581014,23596319,"ENSG00000004779",2550.36831525021,-0.623297112058846,0.11969020832078,-5.20758649185699,1.91312670553034e-07,2.09401966813361e-06,"NDUFAB1"
"ENSG00000004799","chr7",95583497,95597638,"ENSG00000004799",40.6879620802122,1.27162668601917,0.545605909959345,2.33066882672498,0.019770829170881,0.0559359784919987,"PDK4"
"ENSG00000004838","chr3",50341110,50345732,"ENSG00000004838",26.7193385789692,-0.0693304392503781,0.734585148995984,-0.0943803987123038,0.9248069858559,0.955678061165598,"ZMYND10"
"ENSG00000004864","chr7",96120218,96322147,"ENSG00000004864",290.499388016438,0.0628629631612555,0.193645026327446,0.324629887756357,0.745461204160845,0.841880138351709,"SLC25A13"
"ENSG00000004866","chr7",116952980,117230812,"ENSG00000004866",610.178834175169,0.312199987301402,0.153803812762192,2.02985856913781,0.0423709174856381,0.101988037984771,"ST7"
"ENSG00000004897","chr17",47117703,47189422,"ENSG00000004897",4043.69415354988,-0.529184196140072,0.114446060362958,-4.62387429031459,3.76638175896204e-06,3.16463838129648e-05,"CDC27"
"ENSG00000004961","chrX",11111299,11123086,"ENSG00000004961",668.756232956883,0.447017388129781,0.162081033814282,2.7579870242066,0.00581585064514636,0.0201687448539885,"HCCS"
"ENSG00000004975","chr17",7225342,7234524,"ENSG00000004975",272.462323556943,0.0538721032566235,0.196177182640205,0.274609424661922,0.783616324788599,0.867234136100337,"DVL2"
"ENSG00000005007","chr19",18831905,18868232,"ENSG00000005007",679.006293131145,0.37526581041592,0.148741860028421,2.52293342535998,0.011638043171783,0.0361466357342002,"UPF1"
"ENSG00000005020","chr7",26667003,26995239,"ENSG00000005020",876.174912782172,0.508400269978976,0.183083375424606,2.77687839652233,0.00548837084913178,0.0192124323927774,"SKAP2"
"ENSG00000005022","chrX",119468395,119471396,"ENSG00000005022",16045.3415832295,-0.0955686392676056,0.068857682190521,-1.38791542537227,0.165162800135852,0.292211107932661,"SLC25A5"
"ENSG00000005059","chr4",109560209,109688719,"ENSG00000005059",340.259839506803,1.10639743690657,0.172652390708891,6.40823699204993,1.47211957756129e-10,2.73849983328132e-09,"MCUB"
"ENSG00000005073","chr7",27181157,27185232,"ENSG00000005073",9.36497122505876,-2.39044754923386,1.09958418881143,-2.17395591311453,0.0297084463023589,0.0776868266255584,"HOXA11"
"ENSG00000005075","chr7",102473128,102478929,"ENSG00000005075",918.345616855458,0.184013942967003,0.144068815662455,1.27726421655423,0.201508982300256,0.338907753329515,"POLR2J"
"ENSG00000005100","chr17",5440917,5468982,"ENSG00000005100",888.817727122581,-0.202446072727727,0.150009406002294,-1.34955585868149,0.177158491314168,0.308623837575726,"DHX33"
"ENSG00000005156","chr17",34980462,35009743,"ENSG00000005156",584.487063427645,-0.836237517477447,0.106308928923041,-7.86610801133002,3.65844701289648e-15,1.20561564330909e-13,"LIG3"
"ENSG00000005175","chr12",47661249,47706038,"ENSG00000005175",693.964196331878,0.225557365600939,0.131029502366763,1.72142427107434,0.0851738631347478,0.174971393595416,"RPAP3"
"ENSG00000005187","chr16",20610243,20797843,"ENSG00000005187",46.0615519850946,-3.64852619940229,0.504671433531369,-7.2295080660148,4.84746718755309e-13,1.23802292192111e-11,"ACSM3"
"ENSG00000005189","chr16",20806157,20849668,"ENSG00000005189",65.7159145534462,-0.775701691446588,0.304450518751669,-2.54787442842002,0.0108381475594263,0.033998170657883,"REXO5"
"ENSG00000005194","chr16",57428177,57447420,"ENSG00000005194",1339.6061656377,-0.54846015055174,0.0935182793873105,-5.8647373983461,4.4984406243685e-09,6.52619924427615e-08,"CIAPIN1"
"ENSG00000005206","chr19",2328613,2355095,"ENSG00000005206",209.465658192319,0.622838293597122,0.198457858146331,3.13839068613689,0.00169878285569102,0.0071491174143207,"SPPL2B"
"ENSG00000005238","chr9",35104112,35116357,"ENSG00000005238",48.2052011924822,1.74178253009002,0.439686190506256,3.9614219588851,7.45047340793902e-05,0.000460591797821101,"FAM214B"
"ENSG00000005243","chr17",48026142,48038030,"ENSG00000005243",26.5475900572712,0.253679762373524,0.464120587529071,0.54658157640472,0.584666229248852,0.721414717292452,"COPZ2"
"ENSG00000005249","chr7",107044627,107161811,"ENSG00000005249",293.621257302702,-0.864241285868618,0.165561125330868,-5.2200737591114,1.78851885256304e-07,1.96288743183262e-06,"PRKAR2B"
"ENSG00000005302","chrX",11758159,11775772,"ENSG00000005302",458.686587376177,0.552432522889482,0.122546673124992,4.50793570157575,6.5461406204895e-06,5.2109829783494e-05,"MSL3"
"ENSG00000005339","chr16",3725054,3880713,"ENSG00000005339",370.333501045367,-0.447149617861044,0.174949646940845,-2.55587608023146,0.0105920832379587,0.0333200791414255,"CREBBP"
"ENSG00000005379","chr17",58301228,58328795,"ENSG00000005379",2.25284678790424,-4.97399628334749,3.77045003417932,-1.31920493263615,0.18710060968978,NA,"TSPOAP1"
"ENSG00000005436","chr2",75652000,75711184,"ENSG00000005436",234.00412815947,-0.0342916637719152,0.188195362835128,-0.182213117556765,0.855415479000004,0.914326937561931,"GCFC2"
"ENSG00000005448","chr2",74421477,74425770,"ENSG00000005448",266.341815709222,-0.0931533180292897,0.157970785561733,-0.589686996225556,0.555400514874425,0.696154710416636,"WDR54"
"ENSG00000005469","chr7",87345664,87399800,"ENSG00000005469",161.536405973932,-0.42773110007172,0.209724971081628,-2.03948579830888,0.0414015671792541,0.100443659618143,"CROT"
"ENSG00000005483","chr7",104940943,105115019,"ENSG00000005483",775.08199954012,0.0356310063490786,0.125074236308957,0.284878863949752,0.775736949447975,0.861625374946337,"KMT2E"
"ENSG00000005486","chr7",75842602,75888927,"ENSG00000005486",575.190321579784,0.880318545134531,0.148382517198531,5.932764598923,2.97875786523276e-09,4.42089499635453e-08,"RHBDD2"
"ENSG00000005700","chr6",82169984,82247775,"ENSG00000005700",285.152246856274,-0.0938423428708441,0.147929758882268,-0.634370958081057,0.525838758126148,0.673097769225066,"IBTK"
"ENSG00000005801","chr11",3339261,3379222,"ENSG00000005801",96.9816547199302,0.281303666086346,0.266241898990743,1.05657173853063,0.290707084305035,0.44386326398,"ZNF195"
"ENSG00000005810","chr13",77042474,77327094,"ENSG00000005810",375.524702293138,-0.154173038674811,0.169194445334189,-0.911218086210172,0.362180476306089,0.518991286854044,"MYCBP2"
"ENSG00000005812","chr13",76992598,77027195,"ENSG00000005812",371.452021397108,-0.103220016181779,0.159617165070665,-0.646672406041553,0.5178439856135,0.66599343470792,"FBXL3"
"ENSG00000005882","chr17",50094737,50112152,"ENSG00000005882",395.654852464524,-0.420686836209396,0.158278978273691,-2.65788192972763,0.00786334360429449,0.0260602133671387,"PDK2"
"ENSG00000005884","chr17",50055968,50090485,"ENSG00000005884",3338.64943644129,0.558497962919226,0.119989663093763,4.65455063810624,3.24688036276761e-06,2.77183191971923e-05,"ITGA3"
"ENSG00000005889","chrX",24148976,24216255,"ENSG00000005889",1487.82480051899,-0.0785218070313954,0.0902200979239326,-0.870336087393738,0.384116763042881,0.541127028055928,"ZFX"
"ENSG00000005893","chrX",120426148,120469365,"ENSG00000005893",3482.3586829696,0.103258546025333,0.107206231006752,0.96317672075264,0.335458845442276,0.491090277797572,"LAMP2"
"ENSG00000006007","chr16",19501693,19522123,"ENSG00000006007",694.005474061514,-0.151199013632391,0.139182622175095,-1.0863354294488,0.277330617647451,0.428316056085373,"GDE1"
"ENSG00000006015","chr19",18588685,18592338,"ENSG00000006015",77.9287528540751,-0.143896370248698,0.335219826599375,-0.429259724009911,0.667734223748875,0.784301413139547,"REX1BD"
"ENSG00000006016","chr19",18572220,18607741,"ENSG00000006016",6.22703780152964,-0.619037942577767,1.02066449563274,-0.6065048262446,0.544179578495381,0.688025727390148,"CRLF1"
"ENSG00000006025","chr17",47807367,47821803,"ENSG00000006025",8.11695138297367,-0.951108562898991,0.80947753872501,-1.17496597175144,0.240008329913521,0.38491131821165,"OSBPL7"
"ENSG00000006042","chr17",32927910,32945106,"ENSG00000006042",693.143049908493,-1.66418159728629,0.201305479866837,-8.26694632648423,1.37433797742775e-16,5.23230101406424e-15,"TMEM98"
"ENSG00000006047","chr17",7288263,7294639,"ENSG00000006047",4.20882372703115,-5.87836827929852,2.64184442200661,-2.22510009686097,0.0260745192560408,NA,"YBX2"
"ENSG00000006062","chr17",45263119,45317112,"ENSG00000006062",656.586445991333,0.51022005066337,0.232380695682735,2.19562149585766,0.028119046353241,0.0743553471191503,"MAP3K14"
"ENSG00000006118","chr11",60924460,60937159,"ENSG00000006118",528.517536450897,0.558612789188573,0.215370607489641,2.59372806577351,0.00949415469822471,0.0303966681759041,"TMEM132A"
"ENSG00000006125","chr17",35578046,35726417,"ENSG00000006125",4330.94043111114,-0.0722131624142487,0.0776415595081175,-0.93008387353037,0.352327659733409,0.509277771568431,"AP2B1"
"ENSG00000006194","chr16",3263800,3301401,"ENSG00000006194",31.7212964834302,-0.381584509167343,0.577797058883691,-0.660412688677521,0.508989031696208,0.658126414889127,"ZNF263"
"ENSG00000006282","chr17",50543058,50556481,"ENSG00000006282",328.143157665241,-0.637421741936518,0.221808862171312,-2.87374334684703,0.00405638449511108,0.0148891105228086,"SPATA20"
"ENSG00000006327","chr16",3018445,3022385,"ENSG00000006327",3811.42353204415,0.828891568768975,0.412909130107087,2.00744306272425,0.0447025074717019,0.106161960305229,"TNFRSF12A"
"ENSG00000006377","chr7",97005553,97011040,"ENSG00000006377",124.676756906779,-1.0660751093565,0.236572268163611,-4.50634014557959,6.5955330609532e-06,5.24414342629209e-05,"DLX6"
"ENSG00000006432","chr14",70722526,70809545,"ENSG00000006432",253.738521121008,-1.42803443008273,0.225738455204868,-6.326057422457,2.51504255839501e-10,4.50100828078314e-09,"MAP3K9"
"ENSG00000006451","chr7",39623445,39708124,"ENSG00000006451",72.631625077939,0.510000856919406,0.308663956891142,1.65228510013325,0.0984764452727935,0.195948304500549,"RALA"
"ENSG00000006453","chr7",98291648,98401115,"ENSG00000006453",532.017585779269,0.0779123000805455,0.177738659719368,0.438353142774686,0.661130307931832,0.779530466665441,"BAIAP2L1"
"ENSG00000006459","chr7",140084746,140177055,"ENSG00000006459",224.967759226509,-0.333509957413513,0.219659537232445,-1.51830401545729,0.128937775883587,0.241219739187413,"KDM7A"
"ENSG00000006468","chr7",13891229,13991425,"ENSG00000006468",340.720502656112,0.101301114674746,0.169148728448956,0.59888782850245,0.549247688517917,0.691651506270276,"ETV1"
"ENSG00000006530","chr7",141551278,141655244,"ENSG00000006530",9.00795291198403,-0.0394118329489996,0.895398889391099,-0.0440159502272792,0.964891689746509,0.980427612349891,"AGK"
"ENSG00000006534","chr11",68008563,68029282,"ENSG00000006534",13.1020895480533,1.32582879572638,0.747738354091613,1.77311861625322,0.0762090538216707,0.160193208299016,"ALDH3B1"
"ENSG00000006576","chr7",77798761,77957503,"ENSG00000006576",890.789316312161,-0.246730082318227,0.118856920051553,-2.07585794929912,0.0379070908771965,0.0938983687742073,"PHTF2"
"ENSG00000006606","chr7",75769533,75789896,"ENSG00000006606",34.0934230947674,0.794057715750182,0.585782998018184,1.35554927069688,0.175242621870562,0.306112753136394,"CCL26"
"ENSG00000006607","chr2",241356264,241494847,"ENSG00000006607",9.60876762436516,0.464647831571652,0.856270139082173,0.542641638852084,0.587376564034546,0.723558299840507,"FARP2"
"ENSG00000006625","chr7",30496620,30504850,"ENSG00000006625",1386.23603110237,0.539590148991853,0.124195035630874,4.34469982033417,1.39466242743567e-05,0.000101829462167563,"GGCT"
"ENSG00000006634","chr7",87876216,87909553,"ENSG00000006634",783.459002400165,-0.621786739208409,0.142211072568939,-4.37228077938156,1.22955253910464e-05,9.1186234584899e-05,"DBF4"
"ENSG00000006638","chr19",3594506,3606895,"ENSG00000006638",56.7821149081861,1.32652616528756,0.439753323952968,3.0165233394107,0.00255691532996126,0.0100756107457394,"TBXA2R"
"ENSG00000006652","chr7",112422887,112481017,"ENSG00000006652",124.662238045612,-0.803209029246807,0.276890055118867,-2.90082295986396,0.00372184089318189,0.0138807567719856,"IFRD1"
"ENSG00000006695","chr17",14069490,14231736,"ENSG00000006695",1607.68800049043,-0.535646020988048,0.112755147093844,-4.7505238988535,2.02890313087018e-06,1.81240850186168e-05,"COX10"
"ENSG00000006704","chr7",74452463,74602619,"ENSG00000006704",402.558759443314,0.192614622700263,0.211820039689959,0.909331444664975,0.363175197126029,0.519879090590805,"GTF2IRD1"
"ENSG00000006712","chr19",39385629,39391154,"ENSG00000006712",2267.78896676804,-0.69246193936136,0.10307345429831,-6.71814041816498,1.84058285770916e-11,3.93095910325028e-10,"PAF1"
"ENSG00000006715","chr7",38722974,38932394,"ENSG00000006715",530.156987366065,0.456445790865813,0.161609614717329,2.8243727433184,0.00473732562313103,0.0170307550774086,"VPS41"
"ENSG00000006740","chr17",12789498,12991643,"ENSG00000006740",249.557337988022,-0.0757144256325892,0.168818942739507,-0.44849484544764,0.653796105393074,0.773413727300367,"ARHGAP44"
"ENSG00000006744","chr17",12991268,13018065,"ENSG00000006744",2211.35337389312,-0.281292117039959,0.141001622264545,-1.99495660065672,0.0460476134535757,0.108599017569716,"ELAC2"
"ENSG00000006747","chr7",12570577,12660182,"ENSG00000006747",2.01107522868583,2.34719655204279,1.97236773842247,1.19004002464576,0.234030661094147,NA,"SCIN"
"ENSG00000006756","chrX",2903972,2929405,"ENSG00000006756",12.2108303000563,0.558742895787048,0.681793707240739,0.81951899798007,0.412490367372951,0.569129928376478,"ARSD"
"ENSG00000006757","chrX",7898247,7927739,"ENSG00000006757",36.5589631930784,3.38063144559856,0.553433851890229,6.10846523762897,1.00593763423001e-09,1.62260387605602e-08,"PNPLA4"
"ENSG00000006831","chr12",1688574,1788680,"ENSG00000006831",758.70684420669,0.368264496424574,0.129900311789657,2.83497777142284,0.00458288743046638,0.0165353966053359,"ADIPOR2"
"ENSG00000007038","chr16",2817180,2826304,"ENSG00000007038",230.622957986776,-2.01540192474515,0.194811533490362,-10.3453932559124,4.39109762388754e-25,3.49548479034009e-23,"PRSS21"
"ENSG00000007047","chr19",45079288,45305284,"ENSG00000007047",412.51144192909,0.310727070911093,0.16588761892949,1.87311791510593,0.0610521039947057,0.134490160444043,"MARK4"
"ENSG00000007080","chr19",17932588,17944914,"ENSG00000007080",3324.28516810484,0.376217656308168,0.455506090939792,0.825933316351405,0.408841920125002,0.565691246792421,"CCDC124"
"ENSG00000007168","chr17",2593183,2685616,"ENSG00000007168",1290.99994778029,-0.229824053690358,0.119926868821163,-1.91636833304699,0.0553182286184074,0.124819835198428,"PAFAH1B1"
"ENSG00000007202","chr17",28614440,28645454,"ENSG00000007202",1299.04807094489,0.152966024117433,0.108002601798482,1.41631795503266,0.156682433197111,0.28134904768762,"KIAA0100"
"ENSG00000007255","chr19",45162928,45178265,"ENSG00000007255",13.0356480731874,-0.0783827201064401,0.689986583313254,-0.113600353980875,0.909554606732658,0.947265424171215,"TRAPPC6A"
"ENSG00000007264","chr19",3777969,3802129,"ENSG00000007264",2.09340816481142,-0.648476738234965,2.05462592308388,-0.315617909298855,0.752292542381233,NA,"MATK"
"ENSG00000007341","chr1",112523487,112620825,"ENSG00000007341",7.58672803753876,1.4050252493875,0.907231059463696,1.5486961504802,0.121454779712412,0.230339440670554,"ST7L"
"ENSG00000007376","chr16",784974,788406,"ENSG00000007376",57.5927155690807,0.786212172402369,0.449079337229088,1.75071998915261,0.0799941545065789,0.166124561903947,"RPUSD1"
"ENSG00000007384","chr16",58058,78176,"ENSG00000007384",89.5977659108748,0.306975611142499,0.291971751214828,1.05138805334846,0.293080400438097,0.44687470509585,"RHBDF1"
"ENSG00000007392","chr16",188961,229463,"ENSG00000007392",1228.06093502411,-0.710073456830527,0.0980122842678428,-7.24473939297319,4.3327149081016e-13,1.11118728155685e-11,"LUC7L"
"ENSG00000007402","chr3",50362613,50504244,"ENSG00000007402",2.48543580982542,-5.08455868679556,2.77816343736858,-1.83018702874139,0.0672219767449732,NA,"CACNA2D2"
"ENSG00000007520","chr16",1349237,1351878,"ENSG00000007520",1145.18430839588,0.108621261315663,0.24839140734898,0.437298787727605,0.661894674405078,0.7798334275379,"TSR3"
"ENSG00000007541","chr16",566995,584120,"ENSG00000007541",379.763742316258,0.0128111776283215,0.171474352103548,0.0747119173868361,0.940443925472894,0.965084721444183,"PIGQ"
"ENSG00000007866","chr6",35473597,35497079,"ENSG00000007866",949.212503349304,0.483724459807793,0.092415848743289,5.23421541202824,1.65687134926247e-07,1.82658146318423e-06,"TEAD3"
"ENSG00000007923","chr1",6634168,6701924,"ENSG00000007923",2713.16472676962,0.23929635077051,0.119109813169626,2.00903976257375,0.0445329170293189,0.105882278871687,"DNAJC11"
"ENSG00000007944","chr6",16129086,16151367,"ENSG00000007944",49.4575885996772,-0.750440889560597,0.394297013039777,-1.90323757153314,0.0570095526825406,0.127626481198617,"MYLIP"
"ENSG00000007968","chr1",23506438,23531233,"ENSG00000007968",254.308910608077,0.138731155125047,0.205737428499293,0.67431169980587,0.500113167280108,0.650559405497425,"E2F2"
"ENSG00000008018","chr6",170535116,170553327,"ENSG00000008018",2907.40409399346,-0.403279711846007,0.0873874222534965,-4.61484846956761,3.93382223200401e-06,3.29566422592632e-05,"PSMB1"
"ENSG00000008083","chr6",15244937,15522042,"ENSG00000008083",243.004055568176,-0.619700847487783,0.194055691223903,-3.19341753689031,0.00140599488320185,0.00608834025897967,"JARID2"
"ENSG00000008130","chr1",1751232,1780544,"ENSG00000008130",5.84708310257368,4.59683273265709,1.54619020538862,2.97300598376363,0.00294898702193857,0.0114114999690483,"NADK"
"ENSG00000008196","chr6",50818723,50847619,"ENSG00000008196",27.1511637262286,5.05223383085421,0.855756647104414,5.90382072748045,3.551781142046e-09,5.19853287365889e-08,"TFAP2B"
"ENSG00000008256","chr7",6161776,6272650,"ENSG00000008256",415.070644198102,0.775785197080817,0.150015251455078,5.17137550719718,2.32377064688486e-07,2.51209033158391e-06,"CYTH3"
"ENSG00000008277","chr7",87934136,88202889,"ENSG00000008277",40.1011758192682,0.0155900263808329,0.423260141034216,0.0368332022541489,0.970618000431966,0.982885021253549,"ADAM22"
"ENSG00000008282","chr7",106090500,106112589,"ENSG00000008282",1404.17201323245,0.0906290164489856,0.103494847178959,0.875686267667737,0.381200612725347,0.538317971593137,"SYPL1"
"ENSG00000008283","chr17",63432298,63447108,"ENSG00000008283",274.897247799841,0.29515726467487,0.273925415497441,1.07750959924209,0.281252664642791,0.43276972710631,"CYB561"
"ENSG00000008294","chr17",50962174,51120926,"ENSG00000008294",1808.82363719362,-0.0744771029393297,0.0953482470508303,-0.781106158140756,0.434740060298085,0.588892640794942,"SPAG9"
"ENSG00000008300","chr3",48636463,48662886,"ENSG00000008300",14.5461636651848,0.151735001028671,0.673333909422326,0.225348818625293,0.821707924405396,0.892758217575969,"CELSR3"
"ENSG00000008311","chr7",122064583,122144489,"ENSG00000008311",38.3760464631047,0.539725867717912,0.403897006227014,1.33629578678915,0.181452613084581,0.314051375150299,"AASS"
